Ax,Ay,Az,Mx,My,Mz,Gx,Gy,Gz,Bp,Bt,UVl,UVi,R,G,B,Vl,Il,LUX,T,P,BAlt,H:M:S.ms,DD/MM/20YY,Fix,FixQ,Lat,Long,LatD,LongD,Speed,Angle,GAlt,Sats
-0.39,-9.45,0.00,23.36,42.00,17.65,-1.30,0.13,0.18,859.47,-13.20,674,18.90,29805,45396,43839,65535,65535,0.00,-13.15,859.66,1049.94,2:59:39.800,6/1/2080,0,0,,,,,,,,,
-0.27,-9.53,2.20,22.91,42.27,11.84,0.48,0.02,-0.01,859.46,-13.20,671,18.78,29983,45252,45014,65535,65535,0.00,-13.19,859.57,1049.82,2:59:40.800,6/1/2080,0,0,,,,,,,,,
-0.24,-9.81,2.31,23.18,42.36,12.55,0.99,-0.09,-0.03,859.58,-13.20,671,18.78,30005,48479,43863,65535,65535,0.00,-13.15,859.67,1049.95,2:59:41.800,6/1/2080,0,0,,,,,,,,,
-0.24,-9.81,1.14,23.36,42.09,18.57,1.74,-0.08,-0.02,859.59,-13.10,674,18.90,46290,45295,46455,65535,65535,0.00,-13.13,859.73,1050.02,2:59:42.800,6/1/2080,0,0,,,,,,,,,
-0.39,-8.94,-0.24,23.91,41.64,23.47,1.69,-0.00,-0.13,859.57,-13.50,674,18.90,30245,57332,65535,65535,65535,0.00,-13.14,859.77,1050.06,2:59:43.800,6/1/2080,0,0,,,,,,,,,
-0.24,-9.10,-0.16,23.00,42.18,22.86,0.21,-0.04,-0.00,859.61,-13.50,674,18.90,29431,44007,43798,65535,65535,0.00,-13.46,858.83,1048.92,2:59:44.800,6/1/2080,0,0,,,,,,,,,
-0.08,-9.57,0.75,22.45,42.82,18.47,-0.30,-0.04,0.02,859.53,-13.50,674,18.90,29061,47497,43913,65535,65535,0.00,-13.46,858.85,1048.94,2:59:46.800,6/1/2080,0,0,,,,,,,,,
-0.16,-9.14,1.02,22.64,42.64,17.35,-0.33,0.02,0.01,859.56,-13.50,674,18.90,29136,43454,42562,65535,65535,0.00,-13.44,858.90,1049.01,2:59:47.800,6/1/2080,0,0,,,,,,,,,
0.04,-9.57,3.06,21.27,42.73,8.37,-0.48,0.03,0.07,859.72,-13.40,671,18.78,28996,43024,42346,65535,65535,0.00,-13.44,858.89,1049.00,2:59:48.800,6/1/2080,0,0,,,,,,,,,
-0.08,-9.41,1.84,22.73,42.36,13.16,0.76,-0.02,0.00,858.89,-13.50,671,18.78,29281,44063,43792,65535,65535,0.00,-13.46,858.89,1048.99,2:59:49.800,6/1/2080,0,0,,,,,,,,,
0.04,-9.61,1.22,22.18,43.00,18.06,0.47,-0.04,0.00,858.82,-13.50,674,18.90,28599,43046,42349,65535,65535,0.00,-13.44,858.94,1049.05,2:59:50.800,6/1/2080,0,0,,,,,,,,,
-0.08,-9.96,2.04,22.82,42.55,15.51,0.22,-0.01,-0.01,858.88,-13.50,674,18.90,29025,44171,43137,65535,65535,0.00,-13.46,858.83,1048.92,2:59:51.800,6/1/2080,0,0,,,,,,,,,
0.04,-9.73,0.39,22.36,42.73,17.14,-0.23,0.04,-0.01,858.84,-13.50,674,18.90,29455,44487,43552,65535,65535,0.00,-13.44,858.95,1049.07,2:59:52.800,6/1/2080,0,0,,,,,,,,,
-0.12,-9.85,1.37,22.64,42.45,16.94,0.05,0.05,-0.03,858.83,-13.40,674,18.90,29590,44741,43127,65535,65535,0.00,-13.44,858.96,1049.08,2:59:53.800,6/1/2080,0,0,,,,,,,,,
0.00,-9.49,-0.12,22.36,42.18,21.22,0.23,0.02,-0.00,858.81,-13.40,674,18.90,28361,43043,42539,65535,65535,0.00,-13.42,858.94,1049.05,2:59:54.800,6/1/2080,0,0,,,,,,,,,
0.04,-9.69,0.24,21.91,42.82,19.08,0.17,-0.01,-0.03,858.82,-13.40,673,18.86,27610,42309,41560,65535,65535,0.00,-13.40,858.99,1049.11,2:59:55.800,6/1/2080,0,0,,,,,,,,,
0.04,-10.04,0.55,22.36,42.82,20.31,0.11,0.07,0.03,858.90,-13.50,674,18.90,27873,42592,41673,65535,65535,0.00,-13.42,858.95,1049.06,2:59:57.800,6/1/2080,0,0,,,,,,,,,
0.04,-10.00,2.12,21.55,43.27,14.59,0.40,0.00,-0.04,858.97,-13.40,674,18.90,28009,42564,41894,65535,65535,0.00,-13.42,858.96,1049.08,2:59:58.800,6/1/2080,0,0,,,,,,,,,
