Ax,Ay,Az,Mx,My,Mz,Gx,Gy,Gz,Bp,Bt,UVl,UVi,R,G,B,Vl,Il,LUX,T,P,BAlt,H:M:S.ms,DD/MM/20YY,Fix,FixQ,Lat,Long,LatD,LongD,Speed,Angle,GAlt,Sats
-9.10,-0.75,-1.26,32.82,39.73,22.45,-0.39,-0.18,0.05,838.14,-8.60,671,18.78,29669,48374,65535,28167,6560,10067.30,-8.59,838.07,1023.57,1:51:52.799,6/1/2080,0,0,,,,,,,,,
-11.41,-2.00,0.35,38.82,33.09,10.82,-0.03,-0.18,0.24,839.03,-8.50,671,18.78,21650,46205,51311,28154,6582,10043.23,-8.44,839.38,1025.17,1:51:53.799,6/1/2080,0,0,,,,,,,,,
-10.94,-0.94,-2.67,50.09,11.27,25.20,-0.74,-0.62,0.16,843.71,-8.50,675,18.94,59119,50219,52811,65535,65191,0.00,-8.44,843.97,1030.77,1:51:54.799,6/1/2080,0,0,,,,,,,,,
-9.61,-2.12,-0.24,48.00,8.91,0.10,-0.81,-0.35,-0.06,843.63,-8.40,678,19.06,65535,65535,65535,65535,65535,0.00,-8.44,843.98,1030.78,1:51:56.799,6/1/2080,0,0,,,,,,,,,
-11.06,-1.49,-1.29,41.82,12.45,-11.84,0.82,-0.35,0.17,845.47,-8.40,677,19.02,65535,65535,65535,65535,65535,0.00,-8.38,845.60,1032.76,1:51:57.799,6/1/2080,0,0,,,,,,,,,
-11.45,0.00,-0.31,33.45,2.18,-26.84,-1.06,-0.18,0.27,846.25,-8.30,675,18.94,65535,65535,65535,65535,65535,0.00,-8.31,846.56,1033.93,1:51:58.799,6/1/2080,0,0,,,,,,,,,
-7.73,-0.20,-2.31,29.73,42.09,19.69,-0.80,-0.08,0.01,847.28,-8.20,671,18.78,65535,65535,65535,65535,65535,0.00,-8.24,847.43,1034.99,1:51:59.799,6/1/2080,0,0,,,,,,,,,
-10.20,-2.71,2.31,26.91,15.00,-29.59,2.20,0.14,0.25,894.83,-8.20,671,18.78,65535,65535,65535,65535,32853,0.00,-8.74,893.53,1091.30,1:52:0.799,6/1/2080,0,0,,,,,,,,,
-9.61,1.53,0.27,34.55,20.82,-18.16,-1.88,0.18,-0.09,894.23,-8.20,671,18.78,62460,65535,65535,65535,44906,0.00,-8.17,895.06,1093.17,1:52:1.799,6/1/2080,0,0,,,,,,,,,
-11.53,4.63,-1.65,33.27,-18.64,55.51,-1.40,-0.05,0.31,894.83,-8.20,671,18.78,22322,64018,55999,44722,19170,8201.69,-8.17,896.26,1094.63,1:52:2.799,6/1/2080,0,0,,,,,,,,,
-10.00,1.69,-2.59,41.09,-2.18,53.37,2.94,-0.53,-0.14,896.92,-8.20,672,18.82,50827,65535,65535,56409,27402,7073.13,-8.17,896.98,1095.52,1:52:3.799,6/1/2080,0,0,,,,,,,,,
-10.98,3.65,-1.92,45.91,-19.82,3.27,3.19,0.23,-0.18,897.79,-8.20,674,18.94,65535,65535,65535,65535,65535,0.00,-8.13,897.91,1096.65,1:52:4.799,6/1/2080,0,0,,,,,,,,,
-10.00,2.00,2.16,50.82,-2.64,10.61,4.10,0.05,0.10,894.92,-8.20,675,18.94,65535,65535,65535,65535,65535,0.00,-8.17,894.89,1092.96,1:52:5.799,6/1/2080,0,0,,,,,,,,,
-10.83,-1.69,0.98,48.09,-6.64,-0.10,3.40,-0.50,0.16,895.42,-8.10,677,19.02,65535,65535,65535,65535,65535,0.00,-8.15,895.39,1093.57,1:52:7.799,6/1/2080,0,0,,,,,,,,,
-10.04,-0.16,0.51,41.82,-24.45,-2.65,-2.17,0.17,0.38,895.43,-8.10,676,18.98,65535,65535,65535,65535,65535,0.00,-8.13,895.44,1093.63,1:52:8.799,6/1/2080,0,0,,,,,,,,,
-9.38,3.57,-1.53,38.82,25.18,44.90,-2.19,0.32,-0.31,896.68,-8.20,676,18.98,65535,65535,65535,65535,65535,0.00,-8.15,897.07,1095.63,1:52:9.799,6/1/2080,0,0,,,,,,,,,
-9.45,0.47,4.31,16.18,-38.27,-20.51,-3.88,0.47,0.44,898.61,-8.10,672,18.82,65535,65535,65535,65535,65535,0.00,-8.13,898.72,1097.64,1:52:10.799,6/1/2080,0,0,,,,,,,,,
-10.90,1.41,-5.96,21.64,10.91,67.45,0.21,-0.18,-0.42,894.94,-8.10,671,18.78,25833,51886,55547,30195,7973,10043.75,-8.08,895.14,1093.26,1:52:11.799,6/1/2080,0,0,,,,,,,,,
-11.92,-1.33,1.45,24.36,34.27,-16.94,0.68,-0.30,0.64,894.96,-8.10,671,18.78,25284,51179,56434,30833,7846,10495.09,-7.61,896.47,1094.89,1:52:12.799,6/1/2080,0,0,,,,,,,,,
-9.77,-1.84,-3.49,35.18,13.00,58.16,-2.04,-0.27,-0.13,895.57,-7.60,670,18.74,28137,52722,57872,32299,8459,10800.22,-7.54,897.56,1096.22,1:52:13.799,6/1/2080,0,0,,,,,,,,,
-9.53,-2.04,-0.24,45.64,24.45,22.35,2.64,-0.44,0.44,898.55,-7.60,671,18.78,21420,47083,54343,64056,23335,15700.78,-7.61,898.27,1097.08,1:52:14.799,6/1/2080,0,0,,,,,,,,,
-13.69,-1.45,0.08,51.09,1.55,12.24,-3.35,0.03,0.21,904.41,-7.60,675,18.94,62304,65535,65535,65535,65535,0.00,-7.57,904.26,1104.40,1:52:15.799,6/1/2080,0,0,,,,,,,,,
-11.22,-1.37,-2.67,49.18,12.55,10.71,1.28,-0.04,-0.16,904.87,-7.60,678,19.06,65535,65535,65535,65535,65535,0.00,-7.56,904.83,1105.10,1:52:16.799,6/1/2080,0,0,,,,,,,,,
-10.08,-1.96,4.55,41.73,-23.73,-4.29,0.53,0.15,0.03,905.20,-7.50,676,18.98,65535,65535,65535,65535,65535,0.00,-7.47,905.65,1106.10,1:52:18.799,6/1/2080,0,0,,,,,,,,,
-11.06,-1.06,-2.79,38.64,23.55,-8.88,-0.90,-0.59,0.16,904.36,-7.60,674,18.90,65535,65535,65535,65535,65535,0.00,-7.59,904.17,1104.29,1:52:19.799,6/1/2080,0,0,,,,,,,,,
-10.90,-0.08,-0.78,31.73,28.36,-15.31,-0.13,-0.60,-0.01,905.00,-7.60,672,18.82,65535,65535,65535,65535,65535,0.00,-7.57,903.83,1103.88,1:52:20.799,6/1/2080,0,0,,,,,,,,,
-11.41,-3.69,-1.80,27.82,26.64,-21.33,-0.41,-0.56,0.29,905.03,-7.60,672,18.82,65535,65535,65535,65535,65535,0.00,-7.58,904.81,1105.07,1:52:21.799,6/1/2080,0,0,,,,,,,,,
-9.89,-1.84,1.80,26.45,44.18,11.73,-2.59,-0.28,-0.39,907.35,-7.60,671,18.78,65535,49904,57255,57091,26066,8872.24,-7.58,907.48,1108.34,1:52:22.799,6/1/2080,0,0,,,,,,,,,
-8.55,4.08,-0.59,24.36,-35.00,46.12,-1.64,0.32,-0.24,907.89,-7.50,670,18.74,23881,57319,53473,31369,9337,9553.59,-7.47,907.91,1108.86,1:52:23.799,6/1/2080,0,0,,,,,,,,,
-9.69,-2.12,4.94,34.45,13.64,-22.55,-4.37,0.11,0.50,908.72,-7.10,670,18.74,65535,65328,65139,45632,18310,9589.69,-7.05,909.76,1111.12,1:52:24.799,6/1/2080,0,0,,,,,,,,,
-8.71,2.20,1.41,46.27,-22.18,13.47,-2.91,0.19,-0.14,910.81,-7.00,675,18.94,65535,65535,65535,65535,65535,0.00,-7.02,911.20,1112.88,1:52:25.799,6/1/2080,0,0,,,,,,,,,
-10.47,0.47,2.63,49.82,-3.09,7.24,-1.86,-0.03,-0.03,912.52,-7.10,675,18.94,65535,65535,65535,65535,65535,0.00,-7.05,912.47,1114.44,1:52:26.799,6/1/2080,0,0,,,,,,,,,
-12.91,-0.71,-0.55,47.45,-16.27,5.82,0.52,0.06,0.25,913.39,-7.00,676,18.98,65535,65535,65535,65535,65535,0.00,-7.02,913.37,1115.53,1:52:27.799,6/1/2080,0,0,,,,,,,,,
-11.96,0.63,4.39,34.36,-37.09,6.73,-0.53,0.70,0.76,898.64,-7.00,676,18.98,65535,65535,65535,65535,65535,0.00,-7.00,898.74,1097.66,1:52:29.799,6/1/2080,0,0,,,,,,,,,
-8.71,0.43,5.45,12.82,-8.45,-41.12,-1.47,0.26,0.50,898.46,-7.00,671,18.78,65535,65535,65535,65535,54121,0.00,-6.98,898.56,1097.45,1:52:30.799,6/1/2080,0,0,,,,,,,,,
-9.22,-2.12,-0.63,23.45,44.09,3.27,-0.25,-0.41,0.66,900.09,-6.90,671,18.78,37596,50180,55469,32211,8560,10669.70,-6.89,900.41,1099.70,1:52:31.799,6/1/2080,0,0,,,,,,,,,
-9.18,3.65,0.90,30.00,-33.73,-12.35,3.59,0.09,0.18,898.46,-6.80,671,18.78,65535,65535,65535,50287,22970,7804.21,-6.83,898.69,1097.60,1:52:32.799,6/1/2080,0,0,,,,,,,,,
-8.83,1.26,1.96,35.73,-12.64,-22.55,5.00,-0.43,0.18,902.18,-6.80,671,18.74,65535,46441,65535,44532,16703,10467.15,-6.84,902.22,1101.91,1:52:33.799,6/1/2080,0,0,,,,,,,,,
-11.30,0.71,2.98,44.64,5.55,-8.88,2.92,-0.36,0.09,902.82,-6.80,671,18.78,20201,65535,60613,65535,54931,0.00,-7.00,902.15,1101.82,1:52:34.799,6/1/2080,0,0,,,,,,,,,
-9.81,1.14,3.10,50.45,-4.55,8.47,-2.27,0.34,0.36,901.86,-7.00,675,18.94,65535,65535,65535,65535,65535,0.00,-6.98,902.06,1101.72,1:52:35.799,6/1/2080,0,0,,,,,,,,,
-9.49,-0.16,-4.04,50.45,6.18,10.31,-3.76,-0.01,-0.13,903.74,-7.00,676,18.98,65535,65535,65535,65535,65535,0.00,-6.97,903.81,1103.86,1:52:36.799,6/1/2080,0,0,,,,,,,,,
-9.92,0.75,1.14,49.18,7.73,34.59,-1.16,0.21,-0.12,898.11,-6.80,675,18.94,65535,65535,65535,65535,65535,0.00,-6.77,898.87,1097.82,1:52:37.799,6/1/2080,0,0,,,,,,,,,
-10.43,1.65,1.57,43.73,-14.82,43.06,-0.71,0.14,-0.12,906.04,-6.80,675,18.94,65535,65535,64596,65535,65535,0.00,-6.75,906.61,1107.27,1:52:38.799,6/1/2080,0,0,,,,,,,,,
-10.79,1.73,0.63,36.64,-32.18,-2.14,-1.46,0.13,0.14,906.65,-6.80,676,18.98,65535,65535,65535,65535,65535,0.00,-6.77,907.37,1108.21,1:52:40.799,6/1/2080,0,0,,,,,,,,,
-10.71,-1.49,-0.27,28.82,10.55,-29.90,-0.25,-0.37,0.06,908.14,-6.80,673,18.86,65535,65535,65535,65535,65535,0.00,-6.76,908.13,1109.13,1:52:41.799,6/1/2080,0,0,,,,,,,,,
-10.16,-2.86,0.78,22.82,23.91,-27.96,-0.81,-0.21,0.30,909.01,-6.80,671,18.78,65535,65535,65535,65535,52299,0.00,-6.76,908.75,1109.89,1:52:42.799,6/1/2080,0,0,,,,,,,,,
-8.98,-0.90,-1.57,33.09,33.82,-5.20,0.37,-0.30,0.17,909.85,-6.50,671,18.78,21770,46769,51658,29477,7048,10392.94,-6.49,910.55,1112.08,1:52:43.799,6/1/2080,0,0,,,,,,,,,
-10.87,-1.61,2.16,34.36,22.55,-17.04,-0.05,0.14,0.11,910.39,-6.50,671,18.78,27575,54289,56406,30579,7646,10517.00,-6.49,910.45,1111.96,1:52:44.799,6/1/2080,0,0,,,,,,,,,
-11.69,1.80,2.59,44.73,4.18,-9.29,1.11,0.08,0.35,910.39,-6.50,670,18.74,65535,65535,65535,65535,54427,0.00,-6.45,912.06,1113.93,1:52:45.799,6/1/2080,0,0,,,,,,,,,
-10.24,2.59,-2.82,50.91,-8.27,25.10,3.07,-0.36,-0.33,912.85,-6.50,677,19.02,65535,65535,65535,65535,65535,0.00,-6.48,912.87,1114.92,1:52:46.799,6/1/2080,0,0,,,,,,,,,
-11.10,2.71,3.26,50.27,-11.73,21.33,1.75,0.44,-0.06,913.61,-6.50,675,18.94,65535,65535,65535,65535,65535,0.00,-6.45,914.17,1116.50,1:52:47.799,6/1/2080,0,0,,,,,,,,,
-10.90,-0.75,3.77,42.09,-29.55,15.92,-4.05,0.40,0.71,928.63,-6.40,676,18.98,65535,65535,65535,65535,65535,0.00,-6.43,928.66,1134.20,1:52:48.799,6/1/2080,0,0,,,,,,,,,
-11.18,2.98,-3.49,36.55,19.45,53.16,-0.61,0.14,-0.41,928.63,-6.20,675,18.94,65078,65535,65535,65535,65535,0.00,-6.22,929.31,1135.00,1:52:49.799,6/1/2080,0,0,,,,,,,,,
-10.67,2.90,-3.45,28.36,43.27,15.82,2.63,-0.54,-0.32,930.36,-6.20,671,18.78,21915,65473,54417,65535,47939,0.00,-6.22,930.24,1136.13,1:52:51.799,6/1/2080,0,0,,,,,,,,,
-9.65,0.59,4.94,14.91,-28.00,-31.63,-0.83,0.14,0.28,929.28,-6.20,670,18.74,27217,60469,58112,33515,9625,10505.05,-6.15,929.45,1135.17,1:52:52.799,6/1/2080,0,0,,,,,,,,,
-11.57,-1.92,-3.69,31.91,22.36,56.22,-3.15,0.04,-0.08,930.37,-6.10,671,18.78,27052,51706,57441,31614,8242,10601.70,-6.10,930.65,1136.63,1:52:53.799,6/1/2080,0,0,,,,,,,,,
-11.81,-1.33,-1.53,44.27,21.55,37.04,3.16,-0.51,0.49,934.04,-5.90,672,18.82,29923,48435,54775,48567,21911,7814.07,-5.83,934.23,1141.00,1:52:54.799,6/1/2080,0,0,,,,,,,,,
-15.26,2.28,4.79,49.45,-2.82,2.76,-0.16,0.43,-0.08,934.15,-5.80,673,18.86,65535,65535,65535,65535,65535,0.00,-5.95,934.57,1141.43,1:52:55.799,6/1/2080,0,0,,,,,,,,,
-11.45,-0.12,-2.67,50.45,-2.64,9.49,-3.52,-0.36,0.18,935.96,-5.80,678,19.06,65535,65535,65535,65535,65535,0.00,-5.91,930.14,1136.01,1:52:56.799,6/1/2080,0,0,,,,,,,,,
-8.90,4.79,2.51,49.27,3.73,36.02,-1.52,0.55,-0.08,930.95,-5.80,674,18.90,65535,65535,65535,65535,65535,0.00,-5.80,930.93,1136.98,1:52:57.799,6/1/2080,0,0,,,,,,,,,
-9.49,-0.04,5.14,43.00,-28.55,17.35,-1.39,0.33,0.24,931.76,-5.70,676,18.98,65249,65535,65535,65535,65535,0.00,-5.68,931.73,1137.95,1:52:58.799,6/1/2080,0,0,,,,,,,,,
8.90,-1.96,-11.41,39.36,22.73,-7.86,-0.54,2.44,-2.90,933.19,-5.50,677,19.02,65535,65535,65535,65535,65535,0.00,-5.52,933.34,1139.92,1:52:59.799,6/1/2080,0,0,,,,,,,,,
2.47,10.87,-14.95,-4.64,-33.00,52.76,2.21,-1.82,1.78,938.60,-5.40,671,18.78,51846,65535,65535,65535,65535,0.00,-5.37,938.97,1146.80,1:53:0.799,6/1/2080,0,0,,,,,,,,,
-2.24,-8.20,-5.33,27.09,44.18,23.67,3.94,-0.69,-0.79,938.56,-5.40,673,18.86,57200,65535,42386,65535,65535,0.00,-5.37,934.12,1140.88,1:53:2.799,6/1/2080,0,0,,,,,,,,,
3.45,-3.45,13.10,28.73,39.36,-1.43,5.00,-0.08,0.73,938.45,-5.50,671,18.78,29404,43567,46095,65535,65535,0.00,-5.51,938.58,1146.32,1:53:3.799,6/1/2080,0,0,,,,,,,,,
-0.04,-1.14,10.08,24.00,10.82,-33.57,0.95,-0.26,0.23,938.67,-5.50,670,18.74,65535,52613,46741,65535,62751,0.00,-5.51,938.61,1146.36,1:53:4.799,6/1/2080,0,0,,,,,,,,,
-1.18,-8.36,7.65,24.00,36.00,-14.49,0.69,-0.17,-0.04,938.45,-5.40,670,18.74,28234,43072,42779,32218,12097,7560.83,-5.40,934.00,1140.72,1:53:5.799,6/1/2080,0,0,,,,,,,,,
0.35,-7.77,8.47,22.73,35.73,-16.63,0.41,-0.07,0.02,933.94,-5.40,670,18.74,28266,43216,42693,32276,12153,7542.31,-5.40,933.90,1140.60,1:53:6.799,6/1/2080,0,0,,,,,,,,,
-0.31,-6.24,7.77,24.09,35.36,-15.92,0.54,-0.09,0.10,933.64,-5.40,670,18.74,28172,43246,43018,55325,20591,13154.10,-5.40,933.53,1140.15,1:53:7.799,6/1/2080,0,0,,,,,,,,,
-0.24,-6.04,8.16,24.09,35.91,-15.00,0.33,0.08,0.03,933.91,-5.40,670,18.74,28310,43558,42853,32288,12117,7583.16,-5.35,934.13,1140.89,1:53:8.799,6/1/2080,0,0,,,,,,,,,
-0.75,-8.12,7.34,26.00,39.00,-7.14,0.50,-0.04,-0.03,933.85,-5.20,671,18.78,28160,42812,42086,47782,17100,11995.10,-5.23,934.21,1140.99,1:53:9.799,6/1/2080,0,0,,,,,,,,,
-1.14,-6.24,4.16,29.09,40.91,4.18,0.28,-0.05,-0.09,933.95,-5.10,673,18.86,28037,42797,42972,39576,14536,9590.11,-5.10,934.41,1141.23,1:53:10.799,6/1/2080,0,0,,,,,,,,,
-0.04,-6.08,7.85,24.45,34.09,-16.84,-0.49,0.16,0.12,934.21,-5.10,670,18.74,28695,43895,43366,32371,12129,7620.61,-5.12,934.51,1141.35,1:53:11.799,6/1/2080,0,0,,,,,,,,,
-0.04,-7.81,6.55,23.36,36.27,-14.90,-0.27,0.19,0.01,934.86,-5.00,670,18.74,28508,43718,42962,32300,12103,7603.33,-5.00,935.04,1142.00,1:53:13.799,6/1/2080,0,0,,,,,,,,,
-0.59,-8.94,2.35,27.73,43.64,11.12,0.82,-0.26,0.00,934.63,-5.00,673,18.86,28379,42991,42385,37090,13987,8647.16,-4.96,934.94,1141.88,1:53:14.799,6/1/2080,0,0,,,,,,,,,
-0.35,-8.94,4.67,24.64,42.64,-0.10,-0.17,0.02,0.16,935.07,-5.00,671,18.78,28312,42721,41295,32332,12287,7449.10,-5.00,935.04,1142.00,1:53:15.799,6/1/2080,0,0,,,,,,,,,
-0.04,-8.59,4.43,24.36,42.27,-1.22,0.28,-0.02,0.01,935.06,-5.00,671,18.78,28340,44194,41580,65535,65535,0.00,-4.96,934.74,1141.63,1:53:16.799,6/1/2080,0,0,,,,,,,,,
-0.16,-8.43,4.51,25.09,43.36,2.55,0.85,0.04,0.03,935.17,-4.80,671,18.78,28258,42740,41732,65535,23912,0.00,-4.84,935.07,1142.03,1:53:17.799,6/1/2080,0,0,,,,,,,,,
-0.08,-8.20,4.90,23.73,42.27,-3.06,0.09,0.12,0.02,935.39,-4.80,670,18.74,28439,42946,41377,32311,12214,7505.51,-4.81,935.46,1142.51,1:53:18.799,6/1/2080,0,0,,,,,,,,,
-0.04,-8.55,5.10,24.64,42.45,-0.82,0.07,0.09,0.02,935.37,-4.90,671,18.78,28405,42533,41478,32513,12292,7550.89,-4.83,935.32,1142.34,1:53:19.799,6/1/2080,0,0,,,,,,,,,
-0.55,-9.14,1.80,26.73,44.45,13.27,-0.30,0.02,-0.11,935.06,-4.70,673,18.86,29664,42837,41702,33639,12622,7902.33,-4.68,935.51,1142.58,1:53:20.799,6/1/2080,0,0,,,,,,,,,
-0.47,-7.73,0.47,28.00,43.91,18.06,-0.15,0.03,-0.01,935.42,-4.70,673,18.86,29921,42936,41692,65535,54056,0.00,-4.66,935.56,1142.63,1:53:21.799,6/1/2080,0,0,,,,,,,,,
-0.47,-8.12,4.39,24.91,42.82,0.31,0.12,-0.03,0.15,935.34,-4.70,670,18.74,28442,42568,41381,32338,12242,7495.04,-4.70,935.46,1142.51,1:53:22.799,6/1/2080,0,0,,,,,,,,,
-0.31,-8.47,5.69,25.00,41.73,-2.14,-0.68,0.08,0.14,935.48,-4.60,672,18.82,28263,43068,41898,37898,13986,9121.73,-4.60,934.42,1141.24,1:53:24.799,6/1/2080,0,0,,,,,,,,,
0.08,-5.84,9.02,21.73,31.18,-22.96,-0.51,0.11,0.04,934.43,-4.60,670,18.74,28765,43717,43103,32794,12436,7580.59,-4.60,934.39,1141.21,1:53:25.799,6/1/2080,0,0,,,,,,,,,
0.20,-4.59,9.02,21.18,27.82,-26.63,0.53,-0.09,0.06,934.49,-4.50,670,18.74,28503,44553,42324,48425,17405,12087.51,-4.60,934.22,1141.00,1:53:26.799,6/1/2080,0,0,,,,,,,,,
0.08,-6.35,7.92,22.73,34.36,-17.96,1.02,-0.16,0.11,934.34,-4.60,670,18.74,28413,43118,41265,32256,12257,7432.64,-4.58,934.45,1141.28,1:53:27.799,6/1/2080,0,0,,,,,,,,,
0.31,-4.67,9.14,20.55,26.27,-28.06,0.18,0.03,0.08,934.40,-4.50,670,18.74,28664,43308,43608,32716,12452,7519.58,-4.46,934.84,1141.76,1:53:28.799,6/1/2080,0,0,,,,,,,,,
-0.75,-7.77,5.18,26.00,40.73,-3.47,-0.50,-0.07,0.11,934.85,-4.40,671,18.78,28591,42816,41589,34453,13225,7813.05,-4.46,934.84,1141.76,1:53:29.799,6/1/2080,0,0,,,,,,,,,
-0.63,-9.77,3.22,27.64,43.64,12.65,-0.30,-0.05,-0.02,934.93,-4.40,674,18.90,28385,42695,42035,65535,65535,0.00,-4.41,934.47,1141.30,1:53:30.799,6/1/2080,0,0,,,,,,,,,
-0.51,-5.14,7.96,22.27,32.36,-21.12,0.75,-0.04,0.28,934.52,-13.40,670,18.74,28507,43147,42271,32279,12275,7429.21,-13.46,908.63,1109.74,1:53:31.799,6/1/2080,0,0,,,,,,,,,
-0.24,-8.98,5.96,24.91,42.55,-0.71,2.10,-0.17,0.09,934.47,-13.50,671,18.78,28361,42839,42530,65535,65535,0.00,-13.45,908.62,1109.72,1:53:32.799,6/1/2080,0,0,,,,,,,,,
-0.51,-8.36,6.28,25.55,42.73,1.84,1.54,-0.09,-0.01,908.74,-13.40,671,18.78,28220,43188,41731,65535,65535,0.00,-13.31,908.98,1110.17,1:53:33.799,6/1/2080,0,0,,,,,,,,,
-0.16,-7.77,6.51,24.09,42.36,-1.94,1.82,-0.05,-0.07,908.52,-13.30,670,18.74,28367,43211,41623,65535,36880,0.00,-13.27,909.57,1110.89,1:53:35.799,6/1/2080,0,0,,,,,,,,,
-0.31,-9.41,5.06,24.73,44.00,3.88,1.57,-0.08,-0.06,908.63,-13.30,671,18.78,28434,43151,42243,65535,63867,0.00,-13.28,909.07,1110.28,1:53:36.799,6/1/2080,0,0,,,,,,,,,
-0.31,-8.43,5.88,25.18,42.00,-1.22,1.12,-0.06,-0.02,908.69,-13.30,671,18.78,28387,43095,41836,65535,36622,0.00,-13.31,909.48,1110.78,1:53:37.799,6/1/2080,0,0,,,,,,,,,
-0.08,-7.85,5.37,25.27,40.45,-5.61,0.47,0.04,0.09,909.51,-13.20,671,18.78,28407,42972,41477,32693,12291,7657.61,-13.31,909.41,1110.70,1:53:38.799,6/1/2080,0,0,,,,,,,,,
0.00,-8.12,6.75,23.64,39.36,-10.00,-0.03,0.04,-0.07,909.58,-13.30,670,18.74,28545,43361,42333,36981,13914,8651.73,-13.27,909.58,1110.90,1:53:39.799,6/1/2080,0,0,,,,,,,,,
-0.12,-8.43,4.43,24.82,42.18,-2.24,0.13,-0.01,-0.10,909.41,-13.20,670,18.74,28339,42882,41839,32270,12176,7517.16,-13.13,909.93,1111.33,1:53:40.799,6/1/2080,0,0,,,,,,,,,
-0.31,-6.28,2.98,27.27,43.18,9.08,0.42,-0.08,-0.02,909.86,-13.10,673,18.86,28268,42710,42362,65535,28893,0.00,-13.14,909.76,1111.13,1:53:41.799,6/1/2080,0,0,,,,,,,,,
-0.55,-8.39,2.79,26.36,43.00,4.29,-1.10,0.30,0.21,909.64,-13.00,672,18.82,28745,43520,41680,32391,12334,7439.50,-13.09,909.74,1111.10,1:53:42.799,6/1/2080,0,0,,,,,,,,,
-0.16,-8.28,4.12,25.82,42.73,2.65,0.26,-0.13,0.12,909.85,-12.90,670,18.74,28553,42611,41578,32551,12243,7619.29,-12.91,910.10,1111.54,1:53:43.799,6/1/2080,0,0,,,,,,,,,
-0.31,-6.71,5.69,24.36,38.09,-10.92,-2.05,0.26,0.43,909.95,-12.80,670,18.74,28484,43787,42609,32459,12606,7221.91,-12.85,910.29,1111.76,1:53:44.799,6/1/2080,0,0,,,,,,,,,
0.20,-4.39,9.41,21.09,23.64,-29.59,-1.20,0.22,0.14,912.16,-12.80,670,18.74,30064,44754,44833,32883,12567,7509.38,-12.77,912.74,1114.76,1:53:46.799,6/1/2080,0,0,,,,,,,,,
-0.82,-9.06,2.59,27.82,43.82,15.41,-0.41,0.11,-0.07,912.45,-12.80,673,18.86,28741,42831,42152,65535,65535,0.00,-12.77,912.41,1114.35,1:53:47.799,6/1/2080,0,0,,,,,,,,,
-0.63,-8.59,3.53,25.64,43.55,4.80,0.62,0.09,0.08,912.26,-12.80,671,18.78,28595,42626,41708,33252,12537,7754.87,-12.68,912.65,1114.65,1:53:48.799,6/1/2080,0,0,,,,,,,,,
-0.47,-8.12,4.71,26.00,42.55,2.24,0.87,-0.11,0.00,912.81,-12.60,671,18.78,28560,42789,42226,65535,35488,0.00,-12.62,913.04,1115.13,1:53:49.799,6/1/2080,0,0,,,,,,,,,
0.04,-8.28,6.20,24.64,41.09,-4.90,1.00,-0.05,0.02,912.46,-12.60,671,18.78,28506,43124,41839,65535,41297,0.00,-12.62,913.03,1115.12,1:53:50.799,6/1/2080,0,0,,,,,,,,,
0.35,-7.18,7.65,22.09,38.55,-12.86,1.47,-0.16,-0.05,912.92,-12.50,670,18.74,28624,42685,42057,44100,15916,10947.47,-12.55,913.14,1115.25,1:53:51.799,6/1/2080,0,0,,,,,,,,,
0.08,-8.04,5.37,23.82,42.36,-3.27,1.37,-0.10,0.03,913.05,-12.50,670,18.74,28464,42894,41216,32268,12234,7461.38,-12.45,913.21,1115.34,1:53:52.799,6/1/2080,0,0,,,,,,,,,
-0.04,-7.22,7.73,22.45,38.18,-13.67,0.69,0.02,0.05,913.24,-12.50,670,18.74,28515,43301,41840,32224,12339,7336.33,-12.40,913.35,1115.50,1:53:53.799,6/1/2080,0,0,,,,,,,,,
-0.08,-6.59,6.24,23.55,38.82,-10.82,0.51,-0.02,0.01,913.00,-12.40,670,18.74,28606,42978,42151,32211,12279,7385.37,-12.45,913.18,1115.30,1:53:54.799,6/1/2080,0,0,,,,,,,,,
-0.12,-6.71,6.55,23.73,38.82,-10.20,0.02,0.04,0.05,912.97,-12.50,670,18.74,28591,43578,42340,32273,12305,7397.36,-12.43,913.26,1115.39,1:53:55.799,6/1/2080,0,0,,,,,,,,,
0.24,-6.63,8.12,22.18,36.36,-16.43,0.15,-0.00,0.00,913.13,-12.40,670,18.74,28259,43474,42233,32354,12270,7478.08,-12.40,913.79,1116.05,1:53:57.799,6/1/2080,0,0,,,,,,,,,
0.00,-7.22,6.43,22.45,38.36,-12.96,0.32,0.03,-0.03,913.51,-12.40,670,18.74,28453,43355,42106,32216,12290,7377.93,-12.40,913.69,1115.92,1:53:58.799,6/1/2080,0,0,,,,,,,,,
-0.08,-7.77,4.98,23.91,41.45,-4.69,0.38,0.01,-0.05,913.79,-12.30,670,18.74,28478,43231,42094,32337,12267,7470.90,-12.32,914.02,1116.33,1:53:59.799,6/1/2080,0,0,,,,,,,,,
0.16,-5.96,7.37,21.27,34.73,-19.49,0.35,0.02,0.05,913.72,-12.40,670,18.74,28548,43514,42189,32493,12388,7448.62,-12.32,913.86,1116.12,1:54:0.799,6/1/2080,0,0,,,,,,,,,
0.20,-6.12,7.45,21.91,35.55,-18.16,0.49,-0.03,-0.01,913.91,-12.30,670,18.74,28444,43310,41950,32515,12415,7436.08,-12.32,913.87,1116.14,1:54:1.799,6/1/2080,0,0,,,,,,,,,
0.08,-7.37,6.08,23.55,40.09,-8.67,1.05,-0.07,-0.07,914.01,-12.30,670,18.74,28438,42844,42027,32645,12368,7556.98,-12.32,914.02,1116.33,1:54:2.799,6/1/2080,0,0,,,,,,,,,
